"","target","bat_h","bat_2b","bat_3b","bat_hr","bat_bb","bat_so","bas_sb","bas_cs","bat_hbp","p_h","p_hr","p_bb","p_so","f_e","f_dp","bat_1b","total_bases","saber"
"274",42,1187,133,53,9,160,477,101,49,0,1518,20,355,1059,156,91,992,1453,643.844232999969
"275",47,1468,211,83,8,273,559,101,49,0,1518,14,461,943,156,149,1166,1869,816.237242534661
"276",96,1369,203,128,49,322,833,101,49,0,1518,75,492,1273,705,149,989,1975,864.221629422312
"277",61,1244,184,88,25,415,786,101,49,0,1849,37,617,1168,623,149,947,1679,739.495932750613
"278",59,1169,153,63,10,469,746,333,49,0,1446,12,580,923,648,149,943,1478,655.81311672232
"279",92,1604,242,120,37,563,401,654,49,0,1925,44,676,481,659,149,1205,2197,966.975205221564
"280",67,1263,192,83,22,352,566,385,49,0,1493,26,416,669,545,149,966,1687,741.498229632598
"281",84,1451,186,82,24,502,643,373,49,0,1741,29,602,772,643,149,1159,1873,834.833995979124
"282",71,1325,162,76,10,596,724,481,49,0,1518,48,536.5,813.5,519,149,1077,1669,741.527362363364
"283",85,1460,170,119,36,661,664,410,49,0,1752,43,793,797,604,149,1135,1976,879.151552683592
"284",51,1479,176,122,33,550,529,250,49,0,1630,36,606,583,644,149,1148,1998,883.9837179337
"285",75,1596,204,107,34,669,403,290,49,0,1989,42,536.5,502,479,149,1251,2116,943.258566554889
"286",113,1450,343,190,42,653,253,410,49,0,1518,53,536.5,320,371,149,1509,2933,1268.28554749046
"287",108,1450,293,111,31,442,303,386,49,0,1518,39,551,378,359,149,1472,2515,1107.03565014327
"288",113,1450,260,126,29,485,252,554,49,0,1518,36,609,316,372,149,1529,2543,1120.91170347042
"289",112,1450,303,82,24,545,319,500,49,0,1518,30,679,398,345,149,1565,2513,1114.41322374767
"290",104,1722,167,84,13,564,344,272,49,0,1872,14,613,374,354,149,1458,2096,937.61313472907
"291",94,1652,223,78,19,458,419,398,49,0,1808,21,501,459,337,149,1332,2088,927.244420001766
"292",88,1445,234,70,34,512,620,160,49,0,1520,36,539,652,272,110,1107,1921,856.836649511691
"293",49,1299,206,56,38,494,674,135,49,0,1366,40,520,709,287,147,999,1731,779.415212400223
"294",89,1469,231,40,26,222,1006,101,49,0,1518,40,343,1552,156,149,1172,1858,830.161006087792
"295",108,1450,378,200,16,324,103,394,49,0,1518,86,536.5,556,156,149,1706,3126,1334.43924046123
"296",134,1450,393,107,24,97,90,162,48,0,1518,83,334,310,156,149,1809,3012,1313.54815332288
"297",118,1450,376,126,36,170,66,107,74,0,1518,99,467,181,156,149,2016,3290,1446.91464268616
"298",120,1450,301,132,42,74,0,101,49,0,1518,97,536.5,0,156,149,1795,2961,1304.90859427403
"299",146,1450,322,111,29,64,0,101,49,0,1518,59,536.5,0,156,149,1843,2936,1290.89603720524
"300",94,1612,218,124,44,394,336,187,49,0,1920,52,469,400,392,124,1226,2210,976.024157901403
"301",91,1603,231,112,50,325,443,156,49,0,1896,59,384,524,302,119,1210,2208,978.232173834036
"302",107,1568,261,133,56,308,659,166,49,0,1841,66,362,774,276,101,1118,2263,988.920477640439
"303",100,1361,204,110,27,365,600,106,49,0,1432,28,384,631,248,87,1020,1866,814.516418540743
"304",83,1257,176,74,31,518,750,140,49,0,1340,33,552,813.5,309,80,976,1674,748.922530828816
"305",52,1287,168,79,14,313,750,104,49,0,1354,15,329,813.5,350,88,1026,1655,728.777098356884
"306",64,1331,167,52,20,332,750,136,49,0,1447,22,361,813.5,292,112,1092,1662,745.05389468154
"307",79,1303,123,93,15,304,750,176,49,0,1371,16,320,813.5,311,75,1072,1657,733.106891077757
"308",94,1402,162,74,21,373,750,231,49,0,1504,23,400,813.5,312,102,1145,1775,792.336116599427
"309",86,1429,185,92,46,455,750,205,49,0,1513,49,482,813.5,326,85,1106,1936,868.23749728864
"310",83,1460,215,70,37,536,750,201,49,0,1546,39,568,813.5,341,98,1138,1926,864.755407120908
"311",112,1496,287,90,31,602,750,197,49,0,1594,33,642,813.5,284,94,1088,2056,901.474959612278
"312",85,1441,238,109,18,503,577,204,49,0,1556,19,543,623,257,91,1076,1951,847.630513931932
"313",96,1353,239,90,19,519,581,187,186,0,1433,20,550,615,256,105,1005,1829,798.089925303648
"314",108,1403,217,82,15,565,511,127,126,0,1505,16,606,548,242,102,1089,1829,805.514678857405
"315",96,1311,207,59,15,488,507,136,49,0,1379,16,513,533,193,114,1030,1681,745.13750729998
"316",96,1325,211,68,15,497,504,112,49,0,1412,16,530,537,195,124,1031,1717,758.025504944193
"317",96,1273,204,69,19,522,417,141,49,0,1637,24,671,536,195,114,981,1672,739.820009922366
"318",78,1405,214,58,39,557,486,128,49,0,1661,46,659,575,169,140,1094,1852,835.973473869667
"319",76,1479,229,75,23,564,454,104,118,0,1566,24,597,481,194,139,1152,1927,855.428002894356
"320",79,1515,261,73,18,450,362,87,68,0,1594,19,473,381,165,159,1163,1976,868.766302951166
"321",65,1443,270,58,36,417,512,82,97,0,1538,38,444,546,247,134,1079,1937,860.838374518399
"322",50,1465,274,68,44,547,450,45,60,0,1561,47,583,480,282,160,1079,2007,894.072817967973
"323",49,1403,264,57,34,492,476,51,54,0,1486,36,521,504,193,151,1048,1883,837.509887095124
"324",54,1418,285,82,29,452,480,86,48,0,1492,31,475,505,234,170,1022,1954,853.270595877872
"325",60,1436,275,66,40,412,542,105,68,0,1520,42,436,574,182,147,1055,1963,869.921153459544
"326",61,1449,300,73,29,434,520,89,84,0,1524,31,457,547,229,167,1047,1982,867.078310602728
"327",55,1465,270,72,49,377,581,44,37,0,1541,52,397,611,204,169,1074,2026,900.793207546739
"328",45,1400,266,60,56,493,567,48,48,0,1473,59,519,596,243,174,1018,1954,876.769206672502
"329",68,1530,320,61,54,571,504,63,40,0,1663,59,621,548,224,145,1095,2134,951.193316237902
"330",81,1561,306,75,54,650,570,124,50,0,1664,58,693,608,201,150,1126,2179,970.974764640896
"331",83,1544,298,67,73,645,498,96,62,0,1635,77,683,527,201,144,1106,2195,989.536468348826
"332",78,1562,303,65,90,614,489,58,46,0,1643,95,646,514,170,146,1104,2265,1026.89649263765
"333",85,1605,287,68,107,641,594,84,65,0,1711,114,683,633,187,148,1143,2349,1074.763432673
"334",96,1703,324,61,107,707,503,60,55,0,1852,116,769,547,203,187,1211,2470,1129.20583806999
"335",95,1655,308,61,133,634,542,45,47,0,1776,143,680,581,192,158,1153,2484,1144.12347083659
"336",86,1647,317,84,153,621,628,58,52,0,1733,161,653,661,182,164,1093,2591,1183.82368775052
"337",72,1400,238,45,61,518,630,92,65,0,1492,65,552,671,163,191,1056,1911,871.516387644423
"338",81,1532,291,59,73,549,531,63,42,0,1612,77,578,559,181,162,1109,2160,976.595552644868
"339",75,1465,237,46,53,569,562,76,53,0,1541,56,599,591,177,208,1129,1953,889.592947353442
"340",87,1485,217,57,108,701,621,43,37,0,1562,114,737,653,144,181,1103,2140,997.572899571822
"341",100,1537,290,42,126,860,577,40,18,0,1606,132,536.5,603,121,182,1079,2289,1065.35070715003
"342",101,1578,286,38,138,878,536,45,26,0,1660,145,536.5,564,126,218,1116,2354,1103.18175133117
"343",99,1751,302,64,169,756,612,34,18,0,1842,178,795,644,117,190,1216,2688,1252.74754709721
"344",92,1502,245,34,134,795,625,21,22,0,1580,141,536.5,657,145,194,1089,2217,1046.92533126252
"345",80,1408,245,36,119,570,777,62,49,0,1481,125,600,817,150,190,1008,2082,972.858327230443
"346",89,1466,270,39,107,525,636,35,48,0,1552,113,556,673,156,183,1050,2135,987.580438000424
"347",73,1511,257,43,129,688,694,54,32,0,1589,136,724,730,185,171,1082,2241,1047.99519368396
"348",88,1464,254,41,144,744,771,45,18,0,1540,151,783,811,143,147,1025,2232,1048.57030457171
"349",86,1452,243,34,161,656,777,31,22,0,1527,169,690,817,157,188,1014,2246,1063.61570116136
"350",83,1404,241,32,163,671,863,31,23,0,1477,171,706,908,153,181,968,2198,1041.61391952639
"351",79,1404,261,29,131,659,852,72,26,0,1477,138,693,896,137,176,983,2116,992.505989897672
"352",68,1430,246,34,130,600,839,36,29,0,1504,137,631,883,147,164,1020,2134,1001.80147797451
"353",76,1401,251,37,112,647,847,56,36,0,1401,112,647,847,143,140,1001,2062,960.738932697226
"354",76,1412,249,34,172,478,960,27,16,0,1421,173,481,966,133,120,957,2245,1059.67161572787
"355",72,1425,253,29,186,504,917,18,16,0,1425,186,504,917,136,123,957,2294,1087.66192456973
"356",62,1378,244,40,165,607,964,47,24,0,1378,165,607,964,159,129,929,2197,1034.4467309463
"357",72,1318,228,44,145,542,1020,35,24,0,1318,145,542,1020,153,153,901,2069,969.667045325457
"358",92,1394,216,39,158,522,1020,68,59,0,1394,158,522,1020,142,142,981,2162,1024.15500840429
"359",86,1253,207,17,125,582,974,76,62,0,1253,125,582,974,128,147,904,1869,889.579238814606
"360",87,1381,234,37,197,658,923,41,47,0,1381,197,658,923,157,178,913,2280,1083.76114133364
"361",85,1360,246,28,161,552,871,51,34,0,1360,161,552,871,116,149,925,2145,1013.84955158205
"362",89,1472,235,30,147,581,799,114,45,0,1472,147,581,799,127,162,1060,2208,1046.29518409525
"363",84,1449,236,31,109,569,811,104,58,0,1449,109,569,811,145,156,1073,2074,971.833969583927
"364",96,1519,288,45,136,572,750,67,59,0,1538,138,579,759,137,144,1050,2305,1069.26477487119
"365",83,1448,257,53,134,500,832,95,70,0,1448,134,500,832,139,148,1004,2213,1026.28553708626
"366",98,1484,268,46,171,578,830,74,51,0,1475,170,574,825,145,170,999,2357,1104.51086652215
"367",92,1587,314,34,196,518,717,61,44,0,1607,198,524,726,144,168,1043,2557,1199.99629721194
"368",84,1608,301,36,164,481,729,80,49,0,1628,166,487,738,151,209,1107,2473,1157.01145226084
"369",89,1536,271,31,136,547,736,42,39,0,1536,136,547,736,121,172,1098,2277,1067.5665410812
"370",78,1512,287,32,142,536,758,30,26,0,1512,142,536,758,130,168,1051,2289,1069.31143063207
"371",81,1615,292,31,162,562,816,66,27,0,1615,162,562,816,145,161,1130,2455,1154.46498303929
"372",78,1554,273,26,174,606,825,77,45,0,1554,174,606,825,110,158,1081,2401,1138.04526319492
"373",83,1571,326,30,108,643,755,56,35,0,1571,108,643,755,127,162,1107,2281,1051.38334229308
"374",88,1502,298,31,106,598,795,53,52,0,1502,106,598,795,123,154,1067,2180,1007.48978016467
"375",84,1486,305,25,126,593,820,59,39,0,1486,126,593,820,116,165,1030,2219,1031.77925190749
"376",73,1343,259,21,84,591,865,44,48,0,1343,84,591,865,139,170,979,1896,878.587391839224
"377",80,1451,319,29,114,508,871,73,38,0,1451,114,508,871,122,155,989,2170,998.051106699656
"378",76,1462,313,27,169,569,1018,114,54,0,2060,238,802,1434,114,175,953,2336,1091.39157789928
"379",97,1574,322,35,197,630,1038,111,50,0,1771,222,709,1168,135,170,1020,2557,1198.35430735434
"380",85,1631,308,31,209,642,1020,91,44,0,1631,209,642,1020,135,152,1083,2628,1242.35820570934
"381",78,1684,373,32,185,514,1044,68,48,0,1684,185,514,1044,136,179,1094,2676,1242.58884666461
"382",92,1568,338,35,205,541,1049,72,39,0,1568,205,541,1049,105,128,990,2591,1209.54953324316
"383",94,1551,334,42,176,597,928,67,39,0,1551,176,597,928,127,131,999,2497,1158.08453839965
"384",85,1503,316,32,167,611,1019,43,30,42,1503,167,611,1019,109,120,988,2384,1112.19768790752
"385",83,1502,318,29,199,523,1138,46,35,70,1511,200,526,1145,114,130,956,2475,1160.04659048892
"386",93,1560,348,33,177,545,944,80,28,72,1560,177,545,944,104,140,1002,2505,1162.768226125
"387",95,1667,371,40,238,620,943,88,35,53,1667,238,620,943,113,130,1018,2832,1320.47920840229
"388",98,1613,373,25,222,659,1189,68,30,69,1613,222,659,1189,118,129,993,2702,1263.37334708992
"389",95,1579,339,21,199,653,1044,45,12,47,1579,199,653,1044,109,135,1020,2557,1202.28072064866
"390",86,1510,327,16,192,672,1056,51,23,66,1510,192,672,1056,66,174,975,2445,1152.03285185982
"391",39,1620,201,44,0,83,105,74,61,0,1518,0,363,460,156,149,1375,1909,839.643433782981
"392",51,1764,180,81,18,159,129,54,27,0,1518,54,477,387,156,149,1485,2160,959.915685854911
"393",65,1464,147,32,3,94,0,101,49,0,1518,9,277,0,156,149,1282,1684,748.345184302964
"394",86,1379,250,48,28,190,1170,101,49,0,2050,42,282,813.5,156,149,1053,1809,800.934825814199
"395",43,1258,190,77,21,537,746,298,49,0,2059,34,536.5,1221,645,149,970,1665,737.11844418315
"396",102,1640,280,95,68,819,546,517,49,0,2060,85,536.5,686,576,149,1197,2314,1039.65186059514
"397",81,1475,237,89,44,425,700,231,49,0,1552,46,447,736,297,126,1105,2022,897.936908411089
"398",75,1437,218,80,38,504,697,265,49,0,1532,41,537,743,304,110,1101,1929,861.07927990924
"399",96,1522,218,112,4,162,652,101,49,0,1518,8,336,1354,687,129,1188,1976,850.401508638038
"400",47,1322,205,73,6,178,646,101,49,0,1518,12,352,1276,796,109,1038,1691,734.7281318741
"401",88,1556,306,98,23,211,527,101,49,0,1518,45,412,1029,796,94,1129,2127,917.958107970117
"402",87,1655,282,91,35,224,440,101,49,0,1518,68,432,849,608,81,1247,2224,976.871950552741
"403",87,1767,307,99,13,246,571,101,49,0,1518,22,411,954,743,149,1348,2311,1001.52884365099
"404",93,1604,238,101,57,314,668,101,49,0,1518,83,458,975,676,149,1208,2215,987.029234557552
"405",55,1418,216,72,33,259,550,101,49,0,2051,48,375,796,671,149,1097,1877,833.637418106098
"406",93,1662,228,114,42,616,453,334,49,0,2040,52,756,556,652,149,1278,2244,997.926566669734
"407",53,1426,169,132,25,224,685,101,49,0,1518,42,374,1144,156,149,1100,1934,841.789625056323
"408",104,1352,161,144,60,294,606,101,49,0,2028,90,441,909,650,149,987,1981,871.748562997572
"409",53,1316,229,57,8,73,423,101,49,0,1518,16,536.5,836,800,83,1022,1683,731.178393210327
"410",91,1400,251,100,14,147,457,101,49,0,1518,27,284,881,636,100,1035,1893,813.030722407998
"411",69,1535,231,75,14,255,432,101,49,0,1518,27,492,833,671,131,1215,1958,859.564329383014
"412",83,1415,275,79,40,241,516,101,49,0,1518,79,476,1019,701,140,1021,1968,863.309509779527
"413",92,1423,307,63,13,232,625,101,49,0,1518,22,387,1044,650,149,1040,1895,818.991229331767
"414",51,1351,213,71,23,246,833,101,49,0,1954,33,356,1205,741,149,1044,1775,782.16704388485
"415",23,1458,220,35,0,93,0,101,49,0,1518,0,536.5,0,156,149,1203,1748,765.869479516067
"416",56,1450,196,223,39,145,140,101,49,0,1518,218,810,782,156,149,1374,2591,1112.62624611518
"417",44,1450,272,44,0,125,96,88,22,0,1518,0,536.5,707,156,149,1687,2363,1039.56552228261
"418",128,1450,322,79,20,172,110,101,49,0,1518,49,422,270,692,81,1852,2813,1242.13038561298
"419",71,1738,217,82,0,157,305,101,49,0,1518,0,431,837,859,118,1439,2119,925.188298006883
"420",81,1450,246,54,8,238,424,101,49,0,1518,22,643,1145,821,100,1520,2206,975.589279111612
"421",94,1657,342,66,6,150,603,101,49,0,1518,12,308,1237,781,107,1243,2149,926.306187194593
"422",129,1689,316,75,8,201,419,101,49,0,1518,15,388,808,635,79,1290,2179,943.795597877831
"423",108,1770,303,69,23,270,432,101,49,0,1518,44,521,833,596,104,1375,2280,1003.88425093322
"424",106,1720,403,104,29,274,505,101,49,0,1518,56,528,974,725,104,1184,2418,1035.82526351112
"425",98,1653,458,101,21,213,660,101,49,0,1518,35,352,1091,156,149,1073,2376,1000.33213166214
"426",90,1701,234,72,205,382,678,101,49,0,1518,297,553,981,861,149,1190,2694,1269.52591650125
"427",126,1561,266,108,78,492,621,101,49,0,1518,113,712,898,719,149,1109,2277,1015.38429362892
"428",118,1598,259,114,69,601,670,278,49,0,1518,90,785,875,621,149,1156,2292,1021.2213012562
"429",95,1576,238,131,107,545,536,511,49,0,1518,143,730,718,632,149,1100,2397,1075.71891352408
"430",92,1441,176,114,92,348,676,344,49,0,1729,110,418,811,500,149,1059,2121,959.923446317705
"431",82,1564,226,81,97,636,633,298,49,0,1919,119,781,777,568,149,1160,2243,1029.70184798442
"432",98,1480,191,106,72,631,548,286,49,0,1776,86,757,658,476,149,1111,2099,949.57545020949
"433",78,1318,165,102,29,474,535,259,49,0,1462,32,526,594,470,149,1022,1774,785.369947145235
"434",70,1450,325,106,80,609,366,401,49,0,1518,98,747,449,555,149,1397,2685,1202.84224869851
"435",90,1659,230,123,43,518,367,420,49,0,1518,54,656,464,464,149,1263,2264,1001.5884993587
"436",72,1664,232,119,47,528,389,324,49,0,2042,58,648,477,484,149,1266,2275,1009.69195691796
"437",92,1545,189,91,19,514,426,238,49,0,1669,21,555,460,445,149,1246,1973,875.964089917022
"438",82,1563,189,90,30,444,374,270,49,0,1711,33,486,409,468,149,1254,2022,902.729629843115
"439",75,1477,234,59,38,397,443,219,49,0,1709,44,459,513,484,113,1146,1943,871.134307151876
"440",62,1457,178,71,21,366,620,238,49,0,1698,24,427,723,392,101,1187,1840,820.80538968871
"441",80,1419,155,47,7,417,668,263,49,0,1678,8,493,790,368,131,1210,1689,755.929337723353
"442",96,1526,224,73,11,495,750,304,49,0,1791,13,581,813.5,369,92,1218,1929,851.528772308879
"443",98,1370,166,66,23,316,750,240,49,0,1451,24,335,813.5,299,94,1115,1737,776.456166883689
"444",97,1322,166,87,13,474,750,283,49,0,1400,14,502,813.5,260,105,1056,1701,750.55128695601
"445",124,1403,193,76,21,477,750,302,49,0,1495,22,508,813.5,203,107,1113,1811,804.833285626301
"446",114,1305,173,51,14,464,750,250,49,0,1391,15,495,813.5,225,117,1067,1622,725.587513641666
"447",104,1333,206,59,20,440,750,223,49,0,1402,21,463,813.5,217,80,1048,1717,763.44705304649
"448",110,1299,215,64,21,445,750,198,49,0,1375,22,471,813.5,258,101,999,1705,754.543999581789
"449",109,1402,230,88,36,570,527,182,49,0,1475,38,600,554,241,116,1048,1916,849.172129350146
"450",97,1404,229,106,57,615,649,225,49,0,1477,60,647,683,274,120,1012,2016,895.587087280894
"451",98,1510,265,97,46,605,664,177,49,0,1631,50,653,717,269,135,1102,2107,932.406101543984
"452",93,1365,206,102,62,587,671,192,49,0,1445,66,622,710,275,112,995,1961,877.34400239306
"453",82,1293,209,78,44,527,607,173,49,0,1360,46,554,639,326,92,962,1790,799.697144003101
"454",71,1310,205,59,49,422,701,141,49,0,1387,52,447,742,293,110,997,1780,804.195922362991
"455",105,1440,206,67,26,450,431,200,49,0,1808,33,565,541,236,114,1141,1858,829.505434882701
"456",87,1358,192,67,24,345,415,174,49,0,1571,28,399,480,215,101,1075,1756,781.228970486001
"457",68,1644,248,59,39,363,396,74,103,0,1741,41,384,419,176,137,1298,2127,954.942059999127
"458",84,1645,261,75,44,552,470,102,114,0,1730,46,581,494,212,162,1265,2188,980.436197901665
"459",87,1595,256,55,95,479,510,190,150,0,1678,100,504,536,219,151,1189,2246,1033.47843590436
"460",86,1502,219,62,70,497,552,145,158,0,1590,74,526,584,231,162,1151,2055,939.713655511055
"461",72,1550,267,74,90,418,494,99,74,0,1631,95,440,520,208,169,1119,2235,1013.63385698673
"462",86,1528,306,52,69,468,470,89,49,0,1607,73,492,494,170,183,1101,2145,966.600881290399
"463",90,1594,282,67,78,509,521,69,49,0,1688,83,539,552,192,161,1167,2244,1016.27026583415
"464",96,1536,264,67,97,534,544,87,49,0,1616,102,562,572,164,185,1108,2225,1016.63147301695
"465",104,1764,330,49,148,628,604,110,49,0,1880,158,669,644,164,180,1237,2636,1222.45742943908
"466",95,1450,321,76,180,619,668,74,49,0,1905,189,651,703,179,176,1234,2824,1307.50806776649
"467",88,1660,358,69,88,607,674,52,49,0,1746,93,639,709,178,148,1145,2420,1085.87532852735
"468",95,1598,311,63,73,419,541,50,49,0,1681,77,441,569,182,154,1151,2254,1013.10457161377
"469",92,1603,282,47,108,402,676,63,49,0,1720,116,431,725,147,145,1166,2303,1060.73803361227
"470",105,1663,319,65,93,488,495,69,49,0,1749,98,513,521,196,171,1186,2391,1083.0086787068
"471",98,1617,266,78,101,566,522,75,49,0,1701,106,595,549,159,148,1172,2342,1069.11393362558
"472",95,1529,258,75,69,556,507,52,49,0,1630,74,593,540,144,161,1127,2144,968.125142930427
"473",88,1480,277,65,96,550,582,64,49,0,1557,101,579,612,196,133,1042,2175,989.742157891356
"474",79,1516,286,50,90,507,595,66,49,0,1595,95,533,626,209,150,1090,2172,991.745647912703
"475",74,1392,251,26,104,588,705,41,49,0,1464,109,619,742,189,146,1011,2007,936.961919962332
"476",72,1431,236,43,79,535,639,66,49,0,1505,83,563,672,178,178,1073,1990,916.707135816762
"477",78,1461,219,59,55,608,553,56,49,0,1547,58,644,586,177,146,1128,1963,894.062020111607
"478",79,1499,248,48,75,547,548,56,49,0,1577,79,575,576,195,159,1128,2068,948.183333286915
"479",103,1541,241,55,60,583,486,73,49,0,1621,63,613,511,125,130,1185,2072,944.319626457681
"480",87,1423,236,53,59,620,634,46,49,0,1507,62,656,671,155,126,1075,1942,884.418445702279
"481",73,1444,243,50,75,495,608,23,49,0,1519,79,521,640,158,167,1076,2012,920.493384708737
"482",67,1475,237,46,92,466,608,41,49,0,1552,97,490,640,181,160,1100,2080,960.988477111323
"483",64,1405,223,56,102,417,603,56,49,0,1478,107,439,634,197,168,1024,2046,944.497471050293
"484",68,1374,237,50,170,507,812,49,49,0,1455,180,537,860,210,179,917,2221,1041.42600256521
"485",65,1396,210,49,108,502,681,66,32,0,1469,114,528,716,190,169,1029,2028,945.4136978637
"486",81,1481,235,47,113,444,749,53,42,0,1558,119,467,788,154,129,1086,2149,999.381805129629
